GeneID	Product_Description
PF3D7_0713800	negative elongation factor A, putative
PF3D7_0713900	conserved Plasmodium protein, unknown function
PF3D7_0714000	histone H2B variant
PF3D7_0714100	MAATS1 domain-containing protein, putative
PF3D7_0714200	conserved Plasmodium protein, unknown function
PF3D7_0714300	palmitoyltransferase DHHC4, putative
PF3D7_0714400	calmodulin, putative
PF3D7_0714500	transcription elongation factor s-II, putative
PF3D7_0714600	conserved protein, unknown function
PF3D7_0714700	tRNA Asparagine
PF3D7_0714800	tRNA Leucine
PF3D7_0714900	tRNA Serine
PF3D7_0715000	4-nitrophenylphosphatase
PF3D7_0715100	C-Myc-binding protein, putative
PF3D7_0715200	conserved Plasmodium protein, unknown function
PF3D7_0715300	calcium/calmodulin-dependent protein kinase, putative
PF3D7_0715400	secreted ookinete protein, putative
PF3D7_0715500	ATP synthase subunit epsilon, mitochondrial, putative
PF3D7_0715600	GTP-binding translation elongation factor tu family protein, putative
PF3D7_0715700	conserved protein, unknown function
PF3D7_0715800	drug/metabolite transporter DMT1, putative
PF3D7_0715900	cation diffusion facilitator family protein, putative
PF3D7_0716000	RNA-binding protein, putative
PF3D7_0716100	protein SDA1, putative
PF3D7_0716200	PDCD2 domain-containing protein, putative
PF3D7_0716300	conserved protein, unknown function
PF3D7_0716400	transcription initiation factor IIA subunit 1, putative
PF3D7_0716500	conserved Plasmodium protein, unknown function
PF3D7_0716600	cysteine desulfurase
PF3D7_0716700	conserved Plasmodium protein, unknown function
PF3D7_0716800	eukaryotic translation initiation factor 3 subunit I, putative
PF3D7_0716900	drug/metabolite transporter DMT2
PF3D7_0717000	conserved Plasmodium membrane protein, unknown function
PF3D7_0717100	conserved Plasmodium protein, unknown function
PF3D7_0717200	conserved Plasmodium protein, unknown function
PF3D7_0717300	transcription initiation factor IIE subunit alpha, putative
PF3D7_0717400	queuine tRNA-ribosyltransferase, putative
PF3D7_0717500	calcium-dependent protein kinase 4
PF3D7_0717600	conserved Plasmodium protein, unknown function
PF3D7_0717700	serine--tRNA ligase, putative
PF3D7_0717800	conserved Plasmodium protein, unknown function
PF3D7_0717900	thioredoxin-like protein
PF3D7_0718000	dynein heavy chain, putative
PF3D7_0718100	exported serine/threonine protein kinase
PF3D7_0718300	cysteine repeat modular protein 2
PF3D7_0718400	ribosomal protein S8, mitochondrial, putative
PF3D7_0718500	prefoldin subunit 3, putative
PF3D7_0718600	conserved Plasmodium protein, unknown function
PF3D7_0718700	conserved Plasmodium membrane protein, unknown function
PF3D7_0718800	conserved protein, unknown function
PF3D7_0718900	conserved Plasmodium protein, unknown function
PF3D7_0719000	conserved protein, unknown function
PF3D7_0719100	ATP synthase F0 subunit a-like protein, putative
PF3D7_0719200	NIMA related kinase 4
PF3D7_0719300	actin-related protein, putative
PF3D7_0719400	conserved Plasmodium protein, unknown function
PF3D7_0719500	LEM3/CDC50 family protein, putative
PF3D7_0719600	60S ribosomal protein L11a, putative
PF3D7_0719700	40S ribosomal protein S10, putative
PF3D7_0719800	conserved protein, unknown function
PF3D7_0719900	conserved Plasmodium membrane protein, unknown function
PF3D7_0720000	exosome complex component CSL4, putative
PF3D7_0720100	pre-rRNA-processing protein ESF2, putative
PF3D7_0720200	conserved protein, unknown function
PF3D7_0720300	conserved Plasmodium protein, unknown function
PF3D7_0720400	apoptosis-inducing factor, putative
PF3D7_0720500	conserved Plasmodium protein, unknown function
PF3D7_0720600	conserved protein, unknown function
PF3D7_0720700	phosphoinositide-binding protein, putative
PF3D7_0720800	Ham1-like protein, putative
PF3D7_0720900	tetratricopeptide repeat protein, putative
PF3D7_0721000	conserved Plasmodium membrane protein, unknown function
PF3D7_0721100	conserved protein, unknown function
PF3D7_0721200	conserved Plasmodium protein, unknown function
PF3D7_0721300	ATP-dependent DNA helicase DDX31
PF3D7_0721400	rhoptry protein, putative
PF3D7_0721500	conserved Plasmodium membrane protein, unknown function
PF3D7_0721600	40S ribosomal protein S5, putative
PF3D7_0721700	secreted ookinete protein, putative
PF3D7_0721800	conserved Plasmodium protein, unknown function
PF3D7_0721900	V-type ATPase V0 subunit e, putative
PF3D7_0722000	conserved Plasmodium protein, unknown function
PF3D7_0722100	protein pelota homolog, putative
PF3D7_0722200	rhoptry-associated leucine zipper-like protein 1
PF3D7_0722300	ubiquitin carboxyl-terminal hydrolase, putative
PF3D7_0722400	Obg-like ATPase 1, putative
PF3D7_0722500	pre-mRNA-splicing factor CWC15, putative
PF3D7_0722600	U3 small nucleolar RNA-associated protein 7, putative
PF3D7_0722700	conserved protein, unknown function
PF3D7_0722800	conserved protein, unknown function
PF3D7_0722900	conserved protein, unknown function
PF3D7_0723000	tRNAHis guanylyltransferase, putative
PF3D7_0723100	protein CPH1, putative
PF3D7_0723200	conserved Plasmodium protein, unknown function
PF3D7_0723300	conserved protein, unknown function
PF3D7_0723400	conserved Plasmodium protein, unknown function
PF3D7_0723500	dynactin subunit 5, putative
PF3D7_0723600	proteasome assembly chaperone 4, putative
PF3D7_0723700	metallo-hydrolase/oxidoreductase, putative
PF3D7_0723800	conserved Plasmodium protein, unknown function
PF3D7_0723900	RNA-binding protein, putative
PF3D7_0724000	Rab GTPase activator and protein kinase, putative
PF3D7_0724100	conserved Plasmodium protein, unknown function
PF3D7_0724200	type 2A phosphatase-associated protein 42, putative
PF3D7_0724300	ubiquinone biosynthesis O-methyltransferase, putative
PF3D7_0724400	mitochondrial import inner membrane translocase subunit TIM14, putative
PF3D7_0724500	conserved Plasmodium protein, unknown function
PF3D7_0724600	protein kinase, putative
PF3D7_0724700	bromodomain protein 6, putative
PF3D7_0724800	kelch domain-containing protein, putative
PF3D7_0724900	kinesin-20, putative
PF3D7_0725000	exonuclease I, putative
PF3D7_0725100	conserved Plasmodium membrane protein, unknown function
PF3D7_0725200	mago nashi protein homologue, putative
PF3D7_0725300	conserved protein, unknown function
PF3D7_0725400	conserved Plasmodium protein, unknown function
PF3D7_0725600	18S ribosomal RNA
PF3D7_0725700	unspecified product
PF3D7_0725800	5.8S ribosomal RNA
PF3D7_0725900	unspecified product
PF3D7_0726000	28S ribosomal RNA
PF3D7_0726100	Plasmodium exported protein, unknown function
PF3D7_0726200	serine/threonine protein kinase, FIKK family
PF3D7_0726300	DNA mismatch repair protein PMS1, putative
PF3D7_0726400	conserved Plasmodium membrane protein, unknown function
PF3D7_0726500	ubiquitin carboxyl-terminal hydrolase, putative
PF3D7_0726600	conserved Plasmodium protein, unknown function
PF3D7_0726700	conserved Plasmodium protein, unknown function
PF3D7_0726800	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST2, putative
PF3D7_0726900	mitochondrial import inner membrane translocase subunit TIM50, putative
PF3D7_0727000	vacuolar protein sorting-associated protein 53, putative
PF3D7_0727100	conserved protein, unknown function
PF3D7_0727200	cysteine desulfurase IscS, putative
PF3D7_0727300	DNA (cytosine-5)-methyltransferase
PF3D7_0727400	proteasome subunit alpha type-5, putative
PF3D7_0727500	mTERF domain-containing protein, putative
PF3D7_0727600	conserved Plasmodium protein, unknown function
PF3D7_0727700	conserved Plasmodium protein, unknown function
PF3D7_0727800	cation transporting ATPase, putative
PF3D7_0727900	conserved Plasmodium protein, unknown function
PF3D7_0728000	eukaryotic translation initiation factor 2 subunit alpha
PF3D7_0728100	anaphase-promoting complex subunit 1, putative
PF3D7_0728200	actin-like protein, putative
PF3D7_0728300	conserved protein, unknown function
PF3D7_0728400	conserved Plasmodium protein, unknown function
PF3D7_0728500	conserved Plasmodium protein, unknown function
PF3D7_0728600	RING zinc finger protein, putative
PF3D7_0728700	alpha/beta hydrolase, putative
PF3D7_0728800	conserved Plasmodium protein, unknown function
PF3D7_0728900	RNA-binding protein, putative
PF3D7_0729000	signal recognition particle subunit SRP9
PF3D7_0729100	conserved Plasmodium protein, unknown function
PF3D7_0729200	1-cys peroxiredoxin
PF3D7_0729300	60S ribosomal export protein NMD3, putative
PF3D7_0729400	ribosome biogenesis protein BRX1, putative
PF3D7_0729500	N6-adenosine-methyltransferase MT-A70
PF3D7_0729600	COX assembly mitochondrial protein, putative
PF3D7_0729700	conserved protein, unknown function
PF3D7_0729800	dynein light chain, putative
PF3D7_0729900	dynein heavy chain, putative
PF3D7_0730000	conserved protein, unknown function
PF3D7_0730100	tRNA pseudouridine synthase D, putative
PF3D7_0730200	AP-4 complex subunit beta, putative
PF3D7_0730300	AP2 domain transcription factor AP2-L, putative
PF3D7_0730400	IMP1-like protein, putative
PF3D7_0730500	conserved Plasmodium protein, unknown function
PF3D7_0730600	tRNA Valine
PF3D7_0730700	tRNA Threonine
PF3D7_0730800	Plasmodium exported protein, unknown function
PF3D7_0730900	EMP1-trafficking protein
PF3D7_0731000	non-coding RNA
PF3D7_0731100	EMP1-trafficking protein
PF3D7_0731200	Plasmodium exported protein, unknown function
PF3D7_0731300	Plasmodium exported protein (PHISTb), unknown function
PF3D7_0731400	serine/threonine protein kinase, FIKK family, pseudogene
PF3D7_0731500	erythrocyte binding antigen-175
PF3D7_0731600	acyl-CoA synthetase
PF3D7_0731700	Plasmodium exported protein (hyp9), unknown function
PF3D7_0731800	alpha/beta hydrolase, putative
PF3D7_0731900	rifin, pseudogene
PF3D7_0732000	stevor
PF3D7_0732100	erythrocyte membrane protein 1 (PfEMP1), pseudogene
PF3D7_0732200	rifin
PF3D7_0732300	rifin
PF3D7_0732400	rifin
PF3D7_0732500	rifin
PF3D7_0732600	Plasmodium exported protein, unknown function, fragment
PF3D7_0732700	rifin
PF3D7_0732800	erythrocyte membrane protein 1 (PfEMP1), exon 2
PF3D7_0732900	rifin
PF3D7_0733000	erythrocyte membrane protein 1, PfEMP1
PF3D7_0800100	erythrocyte membrane protein 1, PfEMP1
PF3D7_0800200	erythrocyte membrane protein 1, PfEMP1
PF3D7_0800300	erythrocyte membrane protein 1, PfEMP1
PF3D7_0800400	rifin
PF3D7_0800500	rifin
PF3D7_0800600	Plasmodium exported protein (PHISTa), unknown function
PF3D7_0800650	H/ACA snoRNA
PF3D7_0800700	surface-associated interspersed protein 8.3 (SURFIN 8.3)
PF3D7_0800750	Plasmodium exported protein, unknown function, pseudogene
PF3D7_0800800	Plasmodium exported protein (hyp7), unknown function
PF3D7_0800900	Plasmodium exported protein (hyp7), unknown function, pseudogene
PF3D7_0801000	Plasmodium exported protein (PHISTc), unknown function
PF3D7_0801100	28S ribosomal RNA
PF3D7_0801200	5.8S ribosomal RNA
PF3D7_0801300	von Willebrand factor A domain-related protein
PF3D7_0801400	conserved Plasmodium protein, unknown function
PF3D7_0801500	nucleolar protein 10, putative
PF3D7_0801600	conserved protein, unknown function
PF3D7_0801700	sentrin-specific protease 2, putative
PF3D7_0801800	mannose-6-phosphate isomerase, putative
PF3D7_0801900	lysine-specific histone demethylase, putative
PF3D7_0802000	glutamate dehydrogenase, putative
PF3D7_0802100	AP2 domain transcription factor, putative
PF3D7_0802200	1-cys peroxiredoxin
PF3D7_0802300	periodic tryptophan protein 2, putative
PF3D7_0802400	cyclin-like protein, putative
PF3D7_0802500	inositol 5-phosphatase, putative
PF3D7_0802600	adenylyl cyclase beta
PF3D7_0802700	conserved Plasmodium protein, unknown function
PF3D7_0802800	serine/threonine protein phosphatase 2B catalytic subunit A
PF3D7_0802900	conserved Plasmodium protein, unknown function
PF3D7_0803000	peptidyl-prolyl cis-trans isomerase
PF3D7_0803100	U3 small nucleolar RNA-associated protein 14, putative
PF3D7_0803200	filament assembling protein, putative
PF3D7_0803300	mitogen-activated protein kinase organizer 1, putative
PF3D7_0803400	DNA repair and recombination protein RAD54, putative
PF3D7_0803500	AAA family ATPase, putative
PF3D7_0803600	conserved Plasmodium protein, unknown function
PF3D7_0803700	tubulin gamma chain
PF3D7_0803800	proteasome subunit beta type-4
PF3D7_0803900	C/D small nucleolar RNA
PF3D7_0804000	cactin homolog, putative
PF3D7_0804100	small nucleolar RNA snoR06
PF3D7_0804200	Plasmodium RNA of unknown function RUF3
PF3D7_0804300	zinc finger protein, putative
PF3D7_0804400	methionine aminopeptidase 1c, putative
PF3D7_0804500	conserved Plasmodium membrane protein, unknown function
PF3D7_0804600	tRNA pseudouridine synthase, putative
PF3D7_0804700	conserved Plasmodium protein, unknown function
PF3D7_0804800	peptidyl-prolyl cis-trans isomerase
PF3D7_0804900	GTPase-activating protein, putative
PF3D7_0805000	alpha/beta hydrolase, putative
PF3D7_0805100	conserved protein, unknown function
PF3D7_0805200	gamete release protein, putative
PF3D7_0805300	conserved Plasmodium protein, unknown function
PF3D7_0805400	N-acetyltransferase, GNAT family, putative
PF3D7_0805500	conserved Plasmodium protein, unknown function
PF3D7_0805600	phosphatidic acid phosphatase 2
PF3D7_0805700	serine/threonine protein kinase, FIKK family
PF3D7_0805800	conserved Plasmodium protein, unknown function
PF3D7_0805900	conserved protein, unknown function
PF3D7_0806000	AAA family ATPase, putative
PF3D7_0806100	conserved Plasmodium protein, unknown function
PF3D7_0806200	Dpy-19-like C-mannosyltransferase
PF3D7_0806300	ferlin-like protein, putative
PF3D7_0806400	UDP-N-acetylglucosamine transferase subunit ALG13, putative
PF3D7_0806500	DnaJ protein, putative
PF3D7_0806600	kinesin-like protein, putative
PF3D7_0806700	conserved Plasmodium membrane protein, unknown function
PF3D7_0806800	V-type proton ATPase subunit a, putative
PF3D7_0806900	conserved protein, unknown function
PF3D7_0807000	YEATS domain-containing protein, putative
PF3D7_0807100	DNA helicase PSH3
PF3D7_0807200	conserved Plasmodium membrane protein, unknown function
PF3D7_0807300	ras-related protein Rab-18
PF3D7_0807400	coenzyme Q-binding protein COQ10 homolog, mitochondrial
PF3D7_0807500	proteasome subunit alpha type-6, putative
PF3D7_0807600	conserved Plasmodium protein, unknown function
PF3D7_0807700	serine protease DegP
PF3D7_0807800	26S proteasome regulatory subunit RPN10, putative
PF3D7_0807900	tyrosine--tRNA ligase
PF3D7_0808000	conserved Plasmodium protein, unknown function
PF3D7_0808100	AP-3 complex subunit delta, putative
PF3D7_0808200	plasmepsin X
PF3D7_0808300	ubiquitin regulatory protein, putative
PF3D7_0808400	coatomer subunit epsilon, putative
PF3D7_0808500	Plasmodium RNA of unknown function RUF6
PF3D7_0808600	erythrocyte membrane protein 1, PfEMP1
PF3D7_0808700	erythrocyte membrane protein 1, PfEMP1
PF3D7_0808800	rifin
PF3D7_0808900	rifin
PF3D7_0809000	Plasmodium RNA of unknown function RUF6
PF3D7_0809100	erythrocyte membrane protein 1, PfEMP1
PF3D7_0809200	asparagine-rich antigen Pfa55-14
PF3D7_0809300	unspecified product
PF3D7_0809400	conserved protein, unknown function
PF3D7_0809500	histone acetyltransferase subunit NuA4, putative
PF3D7_0809600	peptidase family C50, putative
PF3D7_0809700	RuvB-like helicase 1
PF3D7_0809800	conserved Plasmodium protein, unknown function
PF3D7_0809900	JmjC domain-containing protein, putative
PF3D7_0810000	acyl-CoA binding protein, putative
PF3D7_0810100	ribosomal protein L33, apicoplast, putative
PF3D7_0810200	ABC1 family, putative
PF3D7_0810300	protein phosphatase PPM5, putative
PF3D7_0810400	aquaporin, putative
PF3D7_0810500	protein phosphatase PPM7, putative
PF3D7_0810600	ATP-dependent RNA helicase DBP1, putative
PF3D7_0810700	conserved Plasmodium protein, unknown function
PF3D7_0810800	hydroxymethyldihydropterin pyrophosphokinase-dihydropteroate synthase
PF3D7_0810900	conserved Plasmodium protein, unknown function
PF3D7_0811000	cullin-1, putative
PF3D7_0811100	mitochondrial carrier protein, putative
PF3D7_0811200	ER membrane protein complex subunit 1, putative
PF3D7_0811300	CCR4-associated factor 1
PF3D7_0811400	conserved protein, unknown function
PF3D7_0811500	histone-arginine methyltransferase CARM1, putative
PF3D7_0811600	conserved protein, unknown function
PF3D7_0811700	conserved Plasmodium protein, unknown function
PF3D7_0811800	conserved Plasmodium protein, unknown function
PF3D7_0811900	RNA-binding protein, putative
PF3D7_0812000	conserved protein, unknown function
PF3D7_0812100	proteasome activator complex subunit 4, putative
PF3D7_0812200	trypsin-like serine protease, putative
PF3D7_0812220	GTP-binding protein YihA3
PF3D7_0812300	sporozoite surface protein 3, putative
PF3D7_0812400	karyopherin alpha
PF3D7_0812500	RNA-binding protein, putative
PF3D7_0812600	ubiquitin-conjugating enzyme E2, putative
PF3D7_0812700	U1 small nuclear ribonucleoprotein C, putative
PF3D7_0812800	conserved protein, unknown function
PF3D7_0812900	conserved Plasmodium protein, unknown function
