Transcript_ID	Product_Description
PF3D7_0707200.1	conserved Plasmodium protein, unknown function
PF3D7_0707300.1	rhoptry-associated membrane antigen
PF3D7_0707400.1	AAA family ATPase, putative
PF3D7_0707420.1	nucleolar RNA snoR36
PF3D7_0707500.1	conserved Plasmodium protein, unknown function
PF3D7_0707600.1	mediator of RNA polymerase II transcription subunit 10, putative
PF3D7_0707700.1	E3 ubiquitin-protein ligase, putative
PF3D7_0707800.1	RAP protein, putative
PF3D7_0707900.1	ribosomal protein S8e, putative
PF3D7_0708000.1	cytoskeleton associated protein, putative
PF3D7_0708100.1	DNA-directed RNA polymerases I, II, and III subunit RPABC5, putative
PF3D7_0708200.1	conserved Plasmodium protein, unknown function
PF3D7_0708300.1	EKC/KEOPS complex subunit BUD32
PF3D7_0708400.1	heat shock protein 90
PF3D7_0708500.1	heat shock protein 86 family protein
PF3D7_0708600.1	inner membrane complex protein 1d, putative
PF3D7_0708700.1	Cg8 protein
PF3D7_0708800.1	heat shock protein 110
PF3D7_0708900.1	protein SCO1, putative
PF3D7_0709000.1	chloroquine resistance transporter
PF3D7_0709050.1	small nucleolar RNA
PF3D7_0709100.1	Cg1 protein
PF3D7_0709200.1	glutaredoxin-like protein
PF3D7_0709300.1	Cg2 protein
PF3D7_0709400.1	Cg7 protein
PF3D7_0709500.1	nucleic acid-binding protein, putative
PF3D7_0709600.1	ribonucleases P/MRP protein subunit POP1, putative
PF3D7_0709700.1	prodrug activation and resistance esterase
PF3D7_0709800.1	conserved protein, unknown function
PF3D7_0709900.1	conserved protein, unknown function
PF3D7_0710000.1	conserved Plasmodium protein, unknown function
PF3D7_0710100.1	conserved protein, unknown function
PF3D7_0710200.1	conserved Plasmodium protein, unknown function
PF3D7_0710300.1	conserved protein, unknown function
PF3D7_0710400.1	DNA repair protein RAD14, putative
PF3D7_0710500.1	conserved protein, unknown function
PF3D7_0710600.1	60S ribosomal protein L34
PF3D7_0710700.1	conserved Plasmodium protein, unknown function
PF3D7_0710800.1	protein transport protein USE1, putative
PF3D7_0710900.1	50S ribosomal protein L1, mitochondrial, putative
PF3D7_0711000.1	AAA family ATPase, CDC48 subfamily
PF3D7_0711100.1	conserved protein, unknown function
PF3D7_0711200.1	conserved Plasmodium protein, unknown function
PF3D7_0711300.1	conserved Plasmodium protein, unknown function
PF3D7_0711400.1	histone deacetylase complex subunit SAP18, putative
PF3D7_0711500.1	regulator of chromosome condensation, putative
PF3D7_0711600.1	Plasmodium RNA of unknown function RUF6
PF3D7_0711700.1	erythrocyte membrane protein 1, PfEMP1
PF3D7_0711800.1	Plasmodium RNA of unknown function RUF6
PF3D7_0711900.1	rifin, pseudogene
PF3D7_0712000.1	erythrocyte membrane protein 1, PfEMP1
PF3D7_0712100.1	Plasmodium RNA of unknown function RUF6
PF3D7_0712200.1	rifin, pseudogene
PF3D7_0712300.1	erythrocyte membrane protein 1, PfEMP1
PF3D7_0712400.1	erythrocyte membrane protein 1, PfEMP1
PF3D7_0712500.1	rifin, pseudogene
PF3D7_0712600.1	erythrocyte membrane protein 1, PfEMP1
PF3D7_0712700.1	Plasmodium RNA of unknown function RUF6
PF3D7_0712800.1	erythrocyte membrane protein 1, PfEMP1
PF3D7_0712900.1	erythrocyte membrane protein 1, PfEMP1
PF3D7_0713000.1	rifin
PF3D7_0713100.1	Pfmc-2TM Maurer's cleft two transmembrane protein
PF3D7_0713200.1	exported protein family 1
PF3D7_0713300.1	erythrocyte membrane protein 1 (PfEMP1), pseudogene
PF3D7_0713400.1	GPCR-like receptor SR25
PF3D7_0713500.1	conserved Plasmodium protein, unknown function
PF3D7_0713600.1	ribosomal protein S5, mitochondrial, putative
PF3D7_0713700.1	conserved Plasmodium protein, unknown function
PF3D7_0713800.1	negative elongation factor A, putative
PF3D7_0713900.1	conserved Plasmodium protein, unknown function
PF3D7_0714000.1	histone H2B variant
PF3D7_0714100.1	MAATS1 domain-containing protein, putative
PF3D7_0714200.1	conserved Plasmodium protein, unknown function
PF3D7_0714300.1	palmitoyltransferase DHHC4, putative
PF3D7_0714400.1	calmodulin, putative
PF3D7_0714500.1	transcription elongation factor s-II, putative
PF3D7_0714600.1	conserved protein, unknown function
PF3D7_0714700.1	tRNA Asparagine
PF3D7_0714800.1	tRNA Leucine
PF3D7_0714900.1	tRNA Serine
PF3D7_0715000.1	4-nitrophenylphosphatase
PF3D7_0715100.1	C-Myc-binding protein, putative
PF3D7_0715200.1	conserved Plasmodium protein, unknown function
PF3D7_0715300.1	calcium/calmodulin-dependent protein kinase, putative
PF3D7_0715400.1	secreted ookinete protein, putative
PF3D7_0715500.1	ATP synthase subunit epsilon, mitochondrial, putative
PF3D7_0715600.1	GTP-binding translation elongation factor tu family protein, putative
PF3D7_0715700.1	conserved protein, unknown function
PF3D7_0715800.1	drug/metabolite transporter DMT1, putative
PF3D7_0715900.1	cation diffusion facilitator family protein, putative
PF3D7_0716000.1	RNA-binding protein, putative
PF3D7_0716100.1	protein SDA1, putative
PF3D7_0716200.1	PDCD2 domain-containing protein, putative
PF3D7_0716300.1	conserved protein, unknown function
PF3D7_0716400.1	transcription initiation factor IIA subunit 1, putative
PF3D7_0716500.1	conserved Plasmodium protein, unknown function
PF3D7_0716600.1	cysteine desulfurase
PF3D7_0716700.1	conserved Plasmodium protein, unknown function
PF3D7_0716800.1	eukaryotic translation initiation factor 3 subunit I, putative
PF3D7_0716900.1	drug/metabolite transporter DMT2
PF3D7_0717000.1	conserved Plasmodium membrane protein, unknown function
PF3D7_0717100.1	conserved Plasmodium protein, unknown function
PF3D7_0717200.1	conserved Plasmodium protein, unknown function
PF3D7_0717300.1	transcription initiation factor IIE subunit alpha, putative
PF3D7_0717400.1	queuine tRNA-ribosyltransferase, putative
PF3D7_0717500.1	calcium-dependent protein kinase 4
PF3D7_0717600.1	conserved Plasmodium protein, unknown function
PF3D7_0717700.1	serine--tRNA ligase, putative
PF3D7_0717800.1	conserved Plasmodium protein, unknown function
PF3D7_0717900.1	thioredoxin-like protein
PF3D7_0718000.1	dynein heavy chain, putative
PF3D7_0718100.1	exported serine/threonine protein kinase
PF3D7_0718300.1	cysteine repeat modular protein 2
PF3D7_0718400.1	ribosomal protein S8, mitochondrial, putative
PF3D7_0718500.1	prefoldin subunit 3, putative
PF3D7_0718600.1	conserved Plasmodium protein, unknown function
PF3D7_0718700.1	conserved Plasmodium membrane protein, unknown function
PF3D7_0718800.1	conserved protein, unknown function
PF3D7_0718900.1	conserved Plasmodium protein, unknown function
PF3D7_0719000.1	conserved protein, unknown function
PF3D7_0719100.1	ATP synthase F0 subunit a-like protein, putative
PF3D7_0719200.1	NIMA related kinase 4
PF3D7_0719300.1	actin-related protein, putative
PF3D7_0719400.1	conserved Plasmodium protein, unknown function
PF3D7_0719500.1	LEM3/CDC50 family protein, putative
PF3D7_0719600.1	60S ribosomal protein L11a, putative
PF3D7_0719700.1	40S ribosomal protein S10, putative
PF3D7_0719800.1	conserved protein, unknown function
PF3D7_0719900.1	conserved Plasmodium membrane protein, unknown function
PF3D7_0720000.1	exosome complex component CSL4, putative
PF3D7_0720100.1	pre-rRNA-processing protein ESF2, putative
PF3D7_0720200.1	conserved protein, unknown function
PF3D7_0720300.1	conserved Plasmodium protein, unknown function
PF3D7_0720400.1	apoptosis-inducing factor, putative
PF3D7_0720500.1	conserved Plasmodium protein, unknown function
PF3D7_0720600.1	conserved protein, unknown function
PF3D7_0720700.1	phosphoinositide-binding protein, putative
PF3D7_0720800.1	Ham1-like protein, putative
PF3D7_0720900.1	tetratricopeptide repeat protein, putative
PF3D7_0721000.1	conserved Plasmodium membrane protein, unknown function
PF3D7_0721100.1	conserved protein, unknown function
PF3D7_0721200.1	conserved Plasmodium protein, unknown function
PF3D7_0721300.1	ATP-dependent DNA helicase DDX31
PF3D7_0721400.1	rhoptry protein, putative
PF3D7_0721500.1	conserved Plasmodium membrane protein, unknown function
PF3D7_0721600.1	40S ribosomal protein S5, putative
PF3D7_0721700.1	secreted ookinete protein, putative
PF3D7_0721800.1	conserved Plasmodium protein, unknown function
PF3D7_0721900.1	V-type ATPase V0 subunit e, putative
PF3D7_0722000.1	conserved Plasmodium protein, unknown function
PF3D7_0722100.1	protein pelota homolog, putative
PF3D7_0722200.1	rhoptry-associated leucine zipper-like protein 1
PF3D7_0722300.1	ubiquitin carboxyl-terminal hydrolase, putative
PF3D7_0722400.1	Obg-like ATPase 1, putative
PF3D7_0722500.1	pre-mRNA-splicing factor CWC15, putative
PF3D7_0722600.1	U3 small nucleolar RNA-associated protein 7, putative
PF3D7_0722700.1	conserved protein, unknown function
PF3D7_0722800.1	conserved protein, unknown function
PF3D7_0722900.1	conserved protein, unknown function
PF3D7_0723000.1	tRNAHis guanylyltransferase, putative
PF3D7_0723100.1	protein CPH1, putative
PF3D7_0723200.1	conserved Plasmodium protein, unknown function
PF3D7_0723300.1	conserved protein, unknown function
PF3D7_0723400.1	conserved Plasmodium protein, unknown function
PF3D7_0723500.1	dynactin subunit 5, putative
PF3D7_0723600.1	proteasome assembly chaperone 4, putative
PF3D7_0723700.1	metallo-hydrolase/oxidoreductase, putative
PF3D7_0723800.1	conserved Plasmodium protein, unknown function
PF3D7_0723900.1	RNA-binding protein, putative
PF3D7_0724000.1	Rab GTPase activator and protein kinase, putative
PF3D7_0724100.1	conserved Plasmodium protein, unknown function
PF3D7_0724200.1	type 2A phosphatase-associated protein 42, putative
PF3D7_0724300.1	ubiquinone biosynthesis O-methyltransferase, putative
PF3D7_0724400.1	mitochondrial import inner membrane translocase subunit TIM14, putative
PF3D7_0724500.1	conserved Plasmodium protein, unknown function
PF3D7_0724600.1	protein kinase, putative
PF3D7_0724700.1	bromodomain protein 6, putative
PF3D7_0724800.1	kelch domain-containing protein, putative
PF3D7_0724900.1	kinesin-20, putative
PF3D7_0725000.1	exonuclease I, putative
PF3D7_0725100.1	conserved Plasmodium membrane protein, unknown function
PF3D7_0725200.1	mago nashi protein homologue, putative
PF3D7_0725300.1	conserved protein, unknown function
PF3D7_0725400.1	conserved Plasmodium protein, unknown function
PF3D7_0725600.1	18S ribosomal RNA
PF3D7_0725700.1	unspecified product
PF3D7_0725800.1	5.8S ribosomal RNA
PF3D7_0725900.1	unspecified product
PF3D7_0726000.1	28S ribosomal RNA
PF3D7_0726100.1	Plasmodium exported protein, unknown function
PF3D7_0726200.1	serine/threonine protein kinase, FIKK family
PF3D7_0726300.1	DNA mismatch repair protein PMS1, putative
PF3D7_0726400.1	conserved Plasmodium membrane protein, unknown function
PF3D7_0726500.1	ubiquitin carboxyl-terminal hydrolase, putative
PF3D7_0726600.1	conserved Plasmodium protein, unknown function
PF3D7_0726700.1	conserved Plasmodium protein, unknown function
PF3D7_0726800.1	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST2, putative
PF3D7_0726900.1	mitochondrial import inner membrane translocase subunit TIM50, putative
PF3D7_0727000.1	vacuolar protein sorting-associated protein 53, putative
PF3D7_0727100.1	conserved protein, unknown function
PF3D7_0727200.1	cysteine desulfurase IscS, putative
PF3D7_0727300.1	DNA (cytosine-5)-methyltransferase
PF3D7_0727400.1	proteasome subunit alpha type-5, putative
PF3D7_0727500.1	mTERF domain-containing protein, putative
PF3D7_0727600.1	conserved Plasmodium protein, unknown function
PF3D7_0727700.1	conserved Plasmodium protein, unknown function
PF3D7_0727800.1	cation transporting ATPase, putative
PF3D7_0727900.1	conserved Plasmodium protein, unknown function
PF3D7_0728000.1	eukaryotic translation initiation factor 2 subunit alpha
PF3D7_0728100.1	anaphase-promoting complex subunit 1, putative
PF3D7_0728200.1	actin-like protein, putative
PF3D7_0728300.1	conserved protein, unknown function
PF3D7_0728400.1	conserved Plasmodium protein, unknown function
PF3D7_0728400.2	unspecified product
PF3D7_0728500.1	conserved Plasmodium protein, unknown function
PF3D7_0728600.1	RING zinc finger protein, putative
PF3D7_0728700.1	alpha/beta hydrolase, putative
PF3D7_0728800.1	conserved Plasmodium protein, unknown function
PF3D7_0728900.1	RNA-binding protein, putative
PF3D7_0729000.1	signal recognition particle subunit SRP9
PF3D7_0729100.1	conserved Plasmodium protein, unknown function
PF3D7_0729200.1	1-cys peroxiredoxin
PF3D7_0729300.1	60S ribosomal export protein NMD3, putative
PF3D7_0729400.1	ribosome biogenesis protein BRX1, putative
PF3D7_0729500.1	N6-adenosine-methyltransferase MT-A70
PF3D7_0729600.1	COX assembly mitochondrial protein, putative
PF3D7_0729700.1	conserved protein, unknown function
PF3D7_0729800.1	dynein light chain, putative
PF3D7_0729900.1	dynein heavy chain, putative
PF3D7_0730000.1	conserved protein, unknown function
PF3D7_0730100.1	tRNA pseudouridine synthase D, putative
PF3D7_0730200.1	AP-4 complex subunit beta, putative
PF3D7_0730300.1	AP2 domain transcription factor AP2-L, putative
PF3D7_0730400.1	IMP1-like protein, putative
PF3D7_0730500.1	conserved Plasmodium protein, unknown function
PF3D7_0730600.1	tRNA Valine
PF3D7_0730700.1	tRNA Threonine
PF3D7_0730800.1	Plasmodium exported protein, unknown function
PF3D7_0730800.2	unspecified product
PF3D7_0730900.1	EMP1-trafficking protein
PF3D7_0731000.1	non-coding RNA
PF3D7_0731100.1	EMP1-trafficking protein
PF3D7_0731200.1	Plasmodium exported protein, unknown function
PF3D7_0731300.1	Plasmodium exported protein (PHISTb), unknown function
PF3D7_0731400.1	serine/threonine protein kinase, FIKK family, pseudogene
PF3D7_0731500.1	erythrocyte binding antigen-175
PF3D7_0731600.1	acyl-CoA synthetase
PF3D7_0731700.1	Plasmodium exported protein (hyp9), unknown function
PF3D7_0731800.1	alpha/beta hydrolase, putative
PF3D7_0731900.1	rifin, pseudogene
PF3D7_0732000.1	stevor
PF3D7_0732100.1	erythrocyte membrane protein 1 (PfEMP1), pseudogene
PF3D7_0732200.1	rifin
PF3D7_0732300.1	rifin
PF3D7_0732400.1	rifin
PF3D7_0732500.1	rifin
PF3D7_0732600.1	Plasmodium exported protein, unknown function, fragment
PF3D7_0732700.1	rifin
PF3D7_0732800.1	erythrocyte membrane protein 1 (PfEMP1), exon 2
PF3D7_0732900.1	rifin
PF3D7_0733000.1	erythrocyte membrane protein 1, PfEMP1
PF3D7_0800100.1	erythrocyte membrane protein 1, PfEMP1
PF3D7_0800200.1	erythrocyte membrane protein 1, PfEMP1
PF3D7_0800300.1	erythrocyte membrane protein 1, PfEMP1
PF3D7_0800400.1	rifin
PF3D7_0800500.1	rifin
PF3D7_0800600.1	Plasmodium exported protein (PHISTa), unknown function
PF3D7_0800650.1	H/ACA snoRNA
PF3D7_0800700.1	surface-associated interspersed protein 8.3 (SURFIN 8.3)
PF3D7_0800750.1	Plasmodium exported protein, unknown function, pseudogene
PF3D7_0800800.1	Plasmodium exported protein (hyp7), unknown function
PF3D7_0800900.1	Plasmodium exported protein (hyp7), unknown function, pseudogene
PF3D7_0801000.1	Plasmodium exported protein (PHISTc), unknown function
PF3D7_0801100.1	28S ribosomal RNA
PF3D7_0801200.1	5.8S ribosomal RNA
PF3D7_0801300.1	von Willebrand factor A domain-related protein
PF3D7_0801400.1	conserved Plasmodium protein, unknown function
PF3D7_0801500.1	nucleolar protein 10, putative
PF3D7_0801600.1	conserved protein, unknown function
PF3D7_0801700.1	sentrin-specific protease 2, putative
PF3D7_0801800.1	mannose-6-phosphate isomerase, putative
PF3D7_0801900.1	lysine-specific histone demethylase, putative
PF3D7_0802000.1	glutamate dehydrogenase, putative
PF3D7_0802100.1	AP2 domain transcription factor, putative
PF3D7_0802200.1	1-cys peroxiredoxin
PF3D7_0802300.1	periodic tryptophan protein 2, putative
PF3D7_0802400.1	cyclin-like protein, putative
PF3D7_0802500.1	inositol 5-phosphatase, putative
PF3D7_0802600.1	adenylyl cyclase beta
PF3D7_0802700.1	conserved Plasmodium protein, unknown function
PF3D7_0802800.1	serine/threonine protein phosphatase 2B catalytic subunit A
PF3D7_0802900.1	conserved Plasmodium protein, unknown function
PF3D7_0803000.1	peptidyl-prolyl cis-trans isomerase
PF3D7_0803100.1	U3 small nucleolar RNA-associated protein 14, putative
PF3D7_0803200.1	filament assembling protein, putative
PF3D7_0803300.1	mitogen-activated protein kinase organizer 1, putative
PF3D7_0803400.1	DNA repair and recombination protein RAD54, putative
PF3D7_0803500.1	AAA family ATPase, putative
PF3D7_0803600.1	conserved Plasmodium protein, unknown function
PF3D7_0803700.1	tubulin gamma chain
PF3D7_0803800.1	proteasome subunit beta type-4
PF3D7_0803900.1	C/D small nucleolar RNA
PF3D7_0804000.1	cactin homolog, putative
PF3D7_0804100.1	small nucleolar RNA snoR06
PF3D7_0804200.1	Plasmodium RNA of unknown function RUF3
PF3D7_0804300.1	zinc finger protein, putative
PF3D7_0804400.1	methionine aminopeptidase 1c, putative
PF3D7_0804500.1	conserved Plasmodium membrane protein, unknown function
PF3D7_0804600.1	tRNA pseudouridine synthase, putative
PF3D7_0804700.1	conserved Plasmodium protein, unknown function
PF3D7_0804800.1	peptidyl-prolyl cis-trans isomerase
PF3D7_0804900.1	GTPase-activating protein, putative
PF3D7_0805000.1	alpha/beta hydrolase, putative
PF3D7_0805100.1	conserved protein, unknown function
PF3D7_0805200.1	gamete release protein, putative
PF3D7_0805300.1	conserved Plasmodium protein, unknown function
PF3D7_0805400.1	N-acetyltransferase, GNAT family, putative
PF3D7_0805500.1	conserved Plasmodium protein, unknown function
PF3D7_0805600.1	phosphatidic acid phosphatase 2
PF3D7_0805700.1	serine/threonine protein kinase, FIKK family
PF3D7_0805800.1	conserved Plasmodium protein, unknown function
PF3D7_0805900.1	conserved protein, unknown function
PF3D7_0806000.1	AAA family ATPase, putative
PF3D7_0806100.1	conserved Plasmodium protein, unknown function
PF3D7_0806200.1	Dpy-19-like C-mannosyltransferase
PF3D7_0806300.1	ferlin-like protein, putative
PF3D7_0806400.1	UDP-N-acetylglucosamine transferase subunit ALG13, putative
PF3D7_0806500.1	DnaJ protein, putative
PF3D7_0806600.1	kinesin-like protein, putative
PF3D7_0806700.1	conserved Plasmodium membrane protein, unknown function
